Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Post Graduated,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,1,45,Partner,3,Adult,49,1
Graduated,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,1,57,Partner,3,Adult,802,1
Graduated,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,0,77,Partner,2,Elderly,1736,2
Graduated,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,2,45,Not Partner,3,Adult,57,3
Post Graduated,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,1,52,Partner,3,Adult,59,1
Graduated,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,0,70,Partner,2,Elderly,2302,0
Graduated,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,0,38,Partner,2,Adult,37,3
Graduated,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,2,53,Not Partner,3,Adult,310,1
Graduated,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,0,44,Partner,2,Adult,1305,0
Graduated,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,1,57,Partner,3,Adult,832,0
Graduated,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,2,47,Partner,4,Adult,401,0
Post Graduated,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,0,58,Partner,2,Adult,1501,2
Graduated,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,0,41,Partner,2,Adult,1189,3
Graduated,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1,51,Partner,3,Adult,1194,2
Post Graduated,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,1,63,Partner,3,Elderly,656,0
Post Graduated,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,0,67,Not Partner,1,Elderly,1540,0
Post Graduated,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,1,58,Partner,3,Adult,311,1
Graduated,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,1,68,Partner,3,Elderly,820,0
Graduated,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,1,34,Partner,3,Adult,274,0
Post Graduated,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,2,61,Not Partner,3,Elderly,57,0
Graduated,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,1,58,Partner,3,Adult,448,1
Graduated,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,2,50,Partner,4,Adult,44,0
Graduated,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,51,Partner,4,Adult,102,3
Graduated,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,1,39,Partner,3,Adult,61,1
Post Graduated,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,0,63,Partner,2,Elderly,1643,2
Post Graduated,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,397,2
Graduated,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1,55,Partner,3,Adult,1121,0
Graduated,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,2,46,Not Partner,3,Adult,473,2
Not Graduated,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,1,49,Partner,3,Adult,50,0
Post Graduated,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1,61,Partner,3,Elderly,1678,3
Graduated,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,0,41,Partner,2,Adult,58,0
Post Graduated,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,1,48,Partner,3,Adult,170,3
Post Graduated,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,0,41,Not Partner,1,Adult,373,3
Post Graduated,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,0,78,Partner,2,Elderly,1196,3
Graduated,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,1,44,Partner,3,Adult,101,0
Graduated,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,2,54,Partner,4,Adult,316,0
Graduated,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1,61,Partner,3,Elderly,1400,0
Graduated,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,0,75,Not Partner,1,Elderly,1424,3
Post Graduated,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,1,45,Partner,3,Adult,844,0
Graduated,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,1,48,Partner,3,Adult,311,1
Graduated,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,41,Partner,2,Adult,1149,2
Post Graduated,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,0,40,Partner,2,Adult,129,1
Graduated,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,1,71,Not Partner,2,Elderly,32,2
Graduated,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,1,41,Not Partner,2,Adult,299,0
Graduated,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,1,61,Partner,3,Elderly,320,0
Post Graduated,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,1,46,Partner,3,Adult,441,2
Post Graduated,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,2,74,Partner,4,Elderly,1178,1
Graduated,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,33,Partner,2,Adult,85,0
Not Graduated,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,1,41,Not Partner,2,Adult,24,1
Graduated,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,112,2
Graduated,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,30,0
Post Graduated,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,0,40,Partner,2,Adult,410,3
Graduated,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,1,47,Partner,3,Adult,800,0
Post Graduated,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0,61,Not Partner,1,Elderly,1313,0
Post Graduated,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,0,67,Partner,2,Elderly,1483,1
Graduated,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,0,30,Not Partner,1,Young,1258,0
Graduated,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,1,36,Partner,3,Adult,28,1
Graduated,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,1,58,Partner,3,Adult,227,0
Graduated,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,0,41,Partner,2,Adult,1555,0
Graduated,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,1,61,Not Partner,2,Elderly,861,0
Graduated,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,1,45,Partner,3,Adult,103,3
Post Graduated,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,0,77,Not Partner,1,Elderly,634,0
Graduated,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,0,60,Not Partner,1,Adult,1918,3
Post Graduated,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,131,3
Graduated,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,2,55,Partner,4,Adult,586,1
Not Graduated,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,1,31,Partner,3,Adult,62,1
Graduated,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,2,49,Not Partner,3,Adult,447,3
Graduated,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,0,73,Partner,2,Elderly,939,3
Graduated,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,1,46,Not Partner,2,Adult,797,0
Post Graduated,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1,65,Not Partner,2,Elderly,1143,3
Graduated,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,415,3
Graduated,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,1,50,Partner,3,Adult,30,3
Post Graduated,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,187,0
Graduated,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,251,2
Graduated,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,237,0
Graduated,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,91,0
Post Graduated,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,58,Not Partner,4,Adult,35,2
Post Graduated,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,1,63,Not Partner,2,Elderly,493,3
Post Graduated,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,1,54,Partner,3,Adult,971,0
Graduated,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,1,63,Not Partner,2,Elderly,371,0
Graduated,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,3,48,Not Partner,4,Adult,396,0
Graduated,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,1,38,Partner,3,Adult,68,0
Post Graduated,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,1,52,Partner,3,Adult,322,3
Post Graduated,,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,1,53,Partner,3,Adult,317,0
Post Graduated,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,1,68,Not Partner,2,Elderly,222,0
Graduated,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,177,1
Graduated,,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,2,65,Partner,4,Elderly,45,3
Graduated,,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,59,Not Partner,3,Adult,21,3
Graduated,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,1,50,Partner,3,Adult,45,1
Graduated,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,0,75,Partner,2,Elderly,1899,3
Post Graduated,,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,51,Partner,3,Adult,42,1
Graduated,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,2,47,Partner,4,Adult,22,3
Graduated,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,2,43,Partner,4,Adult,41,3
Graduated,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0,44,Partner,2,Adult,1440,3
Post Graduated,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,2,51,Partner,4,Adult,325,1
Graduated,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,1,50,Partner,3,Adult,95,1
Post Graduated,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,51,Partner,3,Adult,42,3
Graduated,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,2,48,Not Partner,3,Adult,72,1
Post Graduated,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,20,2
Post Graduated,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,789,3
Graduated,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,2,49,Not Partner,3,Adult,15,2
Graduated,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,1,51,Not Partner,2,Adult,59,0
Post Graduated,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,908,0
Post Graduated,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,2,54,Partner,4,Adult,417,0
Graduated,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,62,Partner,4,Elderly,289,1
Graduated,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,769,3
Graduated,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,1,70,Partner,3,Elderly,188,0
Graduated,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,1,66,Not Partner,2,Elderly,354,3
Post Graduated,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,1,53,Partner,3,Adult,727,2
Post Graduated,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,2,56,Partner,4,Adult,146,1
Post Graduated,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,72,Partner,3,Elderly,319,0
Post Graduated,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,1,70,Partner,3,Elderly,794,0
Graduated,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,454,0
Post Graduated,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,2,70,Not Partner,3,Elderly,152,0
Post Graduated,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,1,46,Partner,3,Adult,797,0
Graduated,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1,51,Partner,3,Adult,1690,3
Post Graduated,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,2,54,Partner,4,Adult,20,0
Graduated,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,0,79,Partner,2,Elderly,1428,0
Graduated,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,1,33,Not Partner,2,Adult,209,0
Graduated,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,545,2
Not Graduated,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,57,Partner,2,Adult,96,0
Graduated,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,0,75,Partner,2,Elderly,222,0
Graduated,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,3,51,Partner,5,Adult,61,0
Graduated,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,2,50,Partner,4,Adult,44,3
Post Graduated,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,3,51,Partner,5,Adult,8,0
Graduated,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,0,51,Not Partner,1,Adult,817,0
Graduated,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1,57,Not Partner,2,Adult,1371,0
Post Graduated,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,54,Partner,3,Adult,42,3
Graduated,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,64,Partner,2,Elderly,60,3
Graduated,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,1,53,Partner,3,Adult,78,0
Post Graduated,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,1,49,Partner,3,Adult,23,2
Post Graduated,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,51,Partner,3,Adult,19,2
Graduated,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,2,65,Not Partner,3,Elderly,61,1
Graduated,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,0,51,Not Partner,1,Adult,449,2
Post Graduated,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,1,40,Partner,3,Adult,37,1
Graduated,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,1,50,Not Partner,2,Adult,38,2
Graduated,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,0,38,Partner,2,Adult,1131,1
Graduated,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,2,50,Not Partner,3,Adult,34,0
Graduated,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,2,56,Not Partner,3,Adult,294,2
Graduated,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,2,44,Partner,4,Adult,48,2
Graduated,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,62,Partner,4,Elderly,289,0
Graduated,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,0,37,Partner,2,Adult,30,1
Graduated,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,0,59,Partner,2,Adult,125,2
Graduated,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,40,Partner,3,Adult,156,0
Graduated,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,2,71,Partner,4,Elderly,70,0
Post Graduated,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,2,74,Partner,4,Elderly,22,2
Graduated,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,1,44,Partner,3,Adult,65,1
Post Graduated,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,0,75,Not Partner,1,Elderly,1930,1
Graduated,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,0,77,Partner,2,Elderly,2283,1
Graduated,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,0,65,Partner,2,Elderly,310,3
Graduated,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,0,52,Partner,2,Adult,1319,0
Graduated,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,1,66,Partner,3,Elderly,879,0
Post Graduated,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,0,41,Partner,2,Adult,1244,1
Graduated,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,1,50,Partner,3,Adult,690,3
Graduated,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,209,2
Graduated,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,0,58,Partner,2,Adult,1134,3
Graduated,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,0,70,Not Partner,1,Elderly,1507,1
Post Graduated,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,1,56,Not Partner,2,Adult,57,0
Post Graduated,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,0,58,Partner,2,Adult,529,0
Graduated,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,0,54,Partner,2,Adult,1091,0
Graduated,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,1,52,Not Partner,2,Adult,180,1
Graduated,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,2,51,Partner,4,Adult,77,1
Graduated,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,0,53,Not Partner,1,Adult,2349,3
Post Graduated,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,0,49,Partner,2,Adult,534,2
Post Graduated,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,1,73,Not Partner,2,Elderly,556,0
Graduated,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,1,64,Partner,3,Elderly,637,0
Post Graduated,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2,68,Partner,4,Elderly,46,1
Graduated,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,1,45,Partner,3,Adult,44,2
Post Graduated,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,1,37,Partner,3,Adult,47,1
Post Graduated,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,795,0
Graduated,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,1,70,Partner,3,Elderly,586,0
Graduated,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,71,Partner,2,Elderly,1574,2
Post Graduated,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,2,73,Partner,4,Elderly,13,1
Graduated,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,1,53,Partner,3,Adult,1471,2
Graduated,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,2,53,Partner,4,Adult,65,3
Graduated,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,1,46,Partner,3,Adult,175,1
Graduated,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,1,57,Not Partner,2,Adult,40,0
Post Graduated,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,2,54,Partner,4,Adult,1078,1
Graduated,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,1115,3
Graduated,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,134,2
Post Graduated,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,0,67,Not Partner,1,Elderly,1540,0
Post Graduated,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,1,53,Partner,3,Adult,87,0
Post Graduated,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,0,36,Not Partner,1,Adult,217,2
Post Graduated,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,1,62,Partner,3,Elderly,1034,0
Graduated,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,1180,1
Graduated,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,1,63,Partner,3,Elderly,819,1
Graduated,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,1,42,Partner,3,Adult,32,2
Graduated,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,1,43,Partner,3,Adult,46,3
Graduated,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,1,47,Partner,3,Adult,1159,0
Post Graduated,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,860,0
Post Graduated,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,0,53,Partner,2,Adult,1631,3
Post Graduated,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,3,77,Partner,5,Elderly,444,1
